run_id,condition,success,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,group,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,task,question_order,view_history,correct_response,accuracy,screen_id,block,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
4,1,"""",html-keyboard-response,30,350388,0.0-6.0-2.0-2.3,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,31,351902,0.0-6.0-2.0-0.4,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,32,354037,0.0-6.0-2.0-1.4,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",2129.5999999046326,img/flower_right.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",html-keyboard-response,33,355047,0.0-6.0-2.0-2.4,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,34,356304,0.0-6.0-2.0-0.5,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,35,357609,0.0-6.0-2.0-1.5,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",1300.6999998092651,img/heart_left.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",html-keyboard-response,36,358620,0.0-6.0-2.0-2.5,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,37,360632,0.0-6.0-2.0-0.6,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,38,364143,0.0-6.0-2.0-1.6,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",3506.9000000953674,img/heart_right.png,j,practice,"""","""",j,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",html-keyboard-response,39,365148,0.0-6.0-2.0-2.6,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
